序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
194,CTR20180513,主动暂停,盐酸二甲双胍片,用于单纯饮食控制不满意的Ⅱ型糖尿病病人，尤其是肥胖和伴高胰岛素血症者，用本药不但有降血糖作用，还可能有减轻体重和高胰岛素血症的效果。对某些磺酰脲类疗效差的患者可奏效，如与磺酰脲类、小肠糖苷酶抑制剂或噻唑烷二酮类降糖药合用，较分别单用的效果更好。亦可用于胰岛素治疗的患者，以减少胰岛素用量。,盐酸二甲双胍片健康成年人体生物等效性试验,哈尔滨珍宝制药有限公司,中国人民解放军空军总医院,北京,北京,张华峰
195,CTR20180512,进行中,厄贝沙坦片,治疗原发性高血压。合并高血压的2型糖尿病肾病的治疗。,厄贝沙坦片生物等效性试验,深圳市海滨制药有限公司,青岛大学附属医院,青岛,山东,曹玉
196,CTR20180511,进行中,吲达帕胺片,原发性高血压,吲达帕胺片生物等效性临床研究,国药集团工业有限公司,北京回龙观医院,北京,北京,谭云龙
197,CTR20180508,进行中,苯溴马隆片,主要用于原发性高尿酸血症患者，也可用于痛风性关节炎疾病发展的间歇期并对由于痛风而产生的结节肿胀也有治疗作用。,苯溴马隆片在空腹和餐后状态下健康人体生物等效性试验,宜昌东阳光长江药业股份有限公司,重庆医科大学附属第一医院,重庆,重庆,苟欣
198,CTR20180504,已完成,替硝唑片,（一）本品适用于治疗下列疾病：（1）滴虫病替硝唑适用于治疗由阴道毛滴虫所引起的滴虫病。病原生物体应该经适当的诊断程序加以验证。由于滴虫病属于性传播疾病并有潜在的严重后遗症，因此被感染者的性伴侣应该同时治疗，以防止出现重复感染；（2）贾第鞭毛虫病替硝唑适用于治疗由十二指肠贾第鞭毛虫(也称为蓝氏贾第鞭毛虫)所引起的贾第虫病，可用于成人和3岁以上的儿童患者；（3）阿米巴病替硝唑适用于治疗由痢疾阿米巴引起的阿米巴肠病和阿米巴肝脓肿，可用于成人和3 岁以上的儿童患者。但它不适用于治疗无症状的囊肿；（4）细菌性阴道炎替硝唑适用于治疗非怀孕妇女的细菌性阴道炎（以前称为嗜血杆菌性阴道炎、加德纳阴道炎、非特异性阴道炎或厌氧性阴道炎）。与外阴阴道炎相关的其他病原体应排除，如阴道毛滴虫、沙眼衣原体、淋球菌、白色念珠菌和单纯疱疹病毒等；（5）与抗生素和抗酸药联合应用用于根治幽门螺旋杆菌相关的十二指肠溃疡；（6）厌氧菌感染腹腔内感染：腹膜炎、脓肿；妇科感染：子宫内膜炎、子宫肌内膜炎、输卵管－卵巢脓肿；败血症；术后伤口感染；皮肤软组织感染；肺炎、肺部脓肿、胸腔积脓；急性溃疡性牙龈炎。 （二）本品用于预防由厌氧菌引起的术后感染，如结肠、胃肠道和泌尿生殖系统手术后感染。,替硝唑片人体生物等效性研究,四川科伦药业股份有限公司,成都中医药大学附属医院药物临床试验机构,成都,四川,曾洁萍
199,CTR20180503,进行中,马来酸恩替卡韦片,病毒复制活跃，血清转氨酶ALT持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎患者,马来酸恩替卡韦片人体生物等效性试验,正大天晴药业集团股份有限公司,长春中医药大学附属医院药物临床试验机构,长春,吉林,杨海淼
200,CTR20180502,进行中,阿莫西林胶囊,阿莫西林适用于敏感菌（不产β内酰胺酶菌株）所致的下列感染：1、溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。2、大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。3、溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。4、溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。5、急性单纯性淋病。6、本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊人体生物等效性研究,浙江巨泰药业有限公司,浙江大学医学院附属邵逸夫医院 | 浙江巨泰药业有限公司 | 海沁企业管理（杭州）有限公司 | 天堃医药科技（杭州）有限公司 | 嘉兴太美医疗科技有限公司,杭州市 | 衢州市 | 杭州市 | 杭州市 | 嘉兴市,浙江省 | 浙江省 | 浙江省 | 浙江省 | 浙江省,俞云松 | 王小明 | 张婷婷 | 周春芳 | 厉建萍
201,CTR20180501,进行中,盐酸二甲双胍片,用于单纯饮食控制不满意的Ⅱ型糖尿病病人，尤其是肥胖和伴高胰岛素血症者，用本药不但有降血糖作用，还可能有减轻体重和高胰岛素血症的效果。对某些磺酰脲类疗效差的患者可奏效，如与磺酰脲类、小肠糖苷酶抑制剂或噻唑烷二酮类降糖药合用，较分别单用的效果更好。亦可用于胰岛素治疗的患者，以减少胰岛素用量。,盐酸二甲双胍片生物等效性试验,哈药集团三精黑河药业有限公司,河南省中医院（河南省中医药大学第二附属医院） | 广州博济医药生物技术股份有限公司,郑州 | 广州,河南 | 广东,陈建设 | 梁翅勇
203,CTR20180498,进行中,恩替卡韦分散片,适用于病毒复制活跃，血清转氨酶ALT持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗。,恩替卡韦分散片人体生物等效性试验,湖南千金协力药业有限公司,中国医科大学附属盛京医院,沈阳,辽宁,肇丽梅
202,CTR20180499,进行中,丙泊酚中/长链脂肪乳注射液,全身麻醉诱导和维持。重症监护患者辅助通气治疗时的镇静。 单独或与局部麻醉药联合使用时，用于诊断和手术过程中的镇静。,丙泊酚中/长链脂肪乳注射液人体生物等效性研究,江苏盈科生物制药有限公司,上海公共卫生临床中心,上海,上海,朱同玉
204,CTR20180497,已完成,奥美沙坦酯片,高血压,健康受试者口服奥美沙坦酯片的平均生物等效性试验,北京万生药业有限责任公司,航天中心医院,北京,北京,刘会臣
205,CTR20180493,进行中,阿莫西林胶囊,阿莫西林适用于敏感菌（不产β内酰胺酶菌株）所致的下列感染：1）溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染； 2）大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染； 3）溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染； 4）溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染； 5）急性单纯性淋病； 6）本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊0.5g生物等效性试验,哈药集团制药总厂,中国人民解放军沈阳军区总医院药物临床试验机构,沈阳市,辽宁省,唐云彪
206,CTR20180490,进行中,阿奇霉素片,支气管炎、肺炎等下呼吸道感染；皮肤和软组织感染；急性中耳炎；鼻窦炎、咽炎、扁桃体炎等上呼吸道感染（青霉素是治疗化脓性链球菌咽炎的常用药，也是预防风湿热的常用药物。阿奇霉素可有效清除口咽部链球菌，但目前尚无阿奇霉素治疗和预防风湿热疗效的资料）。 阿奇霉素可用于男女性传播疾病中由沙眼衣原体所致的单纯性生殖器感染。阿奇霉素亦可用于由非多重耐药淋球菌所致的单纯性生殖器感染及由杜克嗜血杆菌引起的软下疳（需排除梅毒螺旋体的合并感染）。,阿奇霉素片人体生物等效性研究,浙江华润三九众益制药有限公司,上海市公共卫生临床中心,上海,上海,黄琴,MPH硕士
207,CTR20180487,进行中,枸橼酸西地那非片,用于治疗勃起功能障碍,枸橼酸西地那非片健康人体餐后状态下生物等效性试验,南昌立健药业有限公司,萍乡市人民医院,萍乡,江西,谢勇丽
208,CTR20180486,进行中,富马酸替诺福韦艾拉酚胺片,伴有代偿性肝病的成年慢性乙型肝炎病毒感染者的治疗。,富马酸替诺福韦艾拉酚胺片人体生物等效性试验,江西青峰药业有限公司,上海中医药大学附属龙华医院,上海,上海,王菊勇
209,CTR20180485,进行中,头孢氨苄胶囊,适用于敏感菌所致的急性扁桃体炎、咽峡炎、中耳炎、鼻窦炎、支气管炎、肺炎等呼吸道感染、尿路感染及皮肤软组织感染等。,头孢氨苄胶囊人体生物等效性试验,扬子江药业集团有限公司,华中科技大学同济医学院附属同济医院,武汉市,湖北省,郑恒
211,CTR20180482,进行中,氟康唑片,念珠菌病、隐球菌病、球孢子菌病等,氟康唑片人体生物等效性研究,扬子江药业集团有限公司,济南市中心医院,济南市,山东省,温清
212,CTR20180481,进行中,阿奇霉素干混悬剂,1.化脓性链球菌引起的急性咽炎、急性扁桃体炎。  2.敏感细菌引起的鼻窦炎、中耳炎、急性支气管炎、慢性支气管炎急性发作。  3. 肺炎链球菌、流感嗜血杆菌以及肺炎支原体所致的肺炎。   4. 沙眼衣原体及非多种耐药淋病奈瑟菌所致的尿道炎和宫颈炎。   5. 敏感细菌引起的皮肤软组织感染。,阿奇霉素干混悬剂生物等效性试验,江西赣南海欣药业股份有限公司,上海市公共卫生临床中心 | 北京博之音科技有限公司 | 江西赣南海欣药业股份有限公司 | 苏州迈德通医药科技有限公司 | 江西省临床药物代谢研究中心,上海市 | 北京市 | 赣州市 | 苏州市 | 南昌市,上海 | 北京 | 江西省 | 江苏省 | 江西省,黄琴 | 郑青山 | 胡翔 | 赵启闯 | 张红
210,CTR20180483,进行中,阿托伐他汀钙片,原发性高胆固醇血症患者，包括家族性高胆固醇血症（杂合子型）或混合性高脂血症（相当于Fredrickson分类法的IIa和IIb型）患者,一项评估我公司阿托伐他汀钙是否和原研制剂等效的研究,浙江海正药业股份有限公司,同济医院药物临床试验机构,武汉,湖北省,郑恒
213,CTR20180479,进行中,头孢氨苄片,适用于敏感菌所致的急性扁桃体炎、咽峡炎、中耳炎、鼻窦炎、支气管炎、肺炎等呼吸道感染、尿路感染及皮肤软组织感染等。本品为口服制剂，不宜用于重症感染。,单次空腹及餐后口服头孢氨苄片的人体生物等效性试验,山东新华制药股份有限公司,辽宁中医药大学附属医院,沈阳,辽宁,王文萍
214,CTR20180477,进行中,盐酸乙胺丁醇片,用于与其他抗结核药联合治疗结核杆菌所致的肺结核，亦可用于结核性脑膜炎及非典型分枝杆菌感染的治疗。,盐酸乙胺丁醇片在空腹条件下的人体生物等效性研究,广东华南药业集团有限公司,海口市人民医院国家药物临床试验机构,海口,海南,何小爱
215,CTR20180476,进行中,盐酸二甲双胍缓释片,适用于单用饮食和运动治疗不能获良好控制的2型糖尿病患者。本品可单独用药，也可与磺酰脲类或胰岛素合用。,盐酸二甲双胍缓释片中国健康受试者人体生物等效性试验,广东赛康制药厂有限公司,首都医科大学附属北京世纪坛医院,北京,北京,王兴河
217,CTR20180472,进行中,奥美拉唑碳酸氢钠胶囊,适用于胃溃疡、十二指肠溃疡和胃食管反流病的治疗以及糜烂性食管炎的愈后维持治疗,奥美拉唑碳酸氢钠胶囊 生物等效性试验,北京百奥药业有限责任公司,安徽省蚌埠市蚌埠医学院第一附属医院,蚌埠市,安徽省,李光早
216,CTR20180474,进行中,恩替卡韦片,本品适用于病毒复制活跃，血清丙氨酸氨基转氨酶（ALT）持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗,恩替卡韦片人体生物等效性研究,福建广生堂药业股份有限公司,上海市公共卫生临床中心,上海,上海,陈良；硕士
218,CTR20180469,进行中,苯磺酸氨氯地平片,①高血压 本品适用于高血压的治疗。可单独应用或与其他抗高血压药物联合应用。②冠心病（CAD） 慢性稳定性心绞痛；血管痉挛性心绞痛（Prinzmetal’s或变异型心绞痛）；可单独应用也可与其他抗心绞痛药物联合应用。经血管造影证实的冠心病。,苯磺酸氨氯地平片人体生物等效性试验,四川省百草生物药业有限公司,泰州市中医院,泰州市,江苏省,曹春华
219,CTR20180466,进行中,头孢克肟颗粒,本品适用于对头孢克肟敏感的链球菌属(肠球菌除外)，肺炎球菌、淋球菌、卡他布兰汉球菌、大肠杆菌、克雷伯杆菌属、沙雷菌属、变形杆菌属及流感杆菌等引起的下列细菌感染性疾病：1.支气管炎、支气管扩张症（感染时），慢性呼吸系统感染疾病的继发感染，肺炎；2.肾盂肾炎、膀胱炎、淋球菌性尿道炎；3.胆囊炎、胆管炎； 4.猩红热； 5.中耳炎、副鼻窦炎,头孢克肟颗粒人体生物等效性试验,广州白云山医药集团股份有限公司白云山制药总厂,北京市房山区中医医院,北京,北京,赵桂荣
220,CTR20180465,进行中,卡托普利片,(1)高血压；(2)心力衰竭,卡托普利片人体生物等效性试验,江苏天士力帝益药业有限公司,苏州大学附属第二医院国家药物临床试验机构 | 苏州国辰生物科技股份有限公司,苏州 | 苏州,江苏 | 江苏,张全英 | 史犇
